shipment_id,pickup_date,delivery_date,origin_zip,dest_zip,weight_lbs,linehaul_revenue,cost,bill_received_date
NWF26062501413,2026-06-25,2026-06-29,60607,46204,1485,439.02,380.88,2026-07-04
NWF26061901099,2026-06-19,2026-06-29,19104,90021,340,382.89,296.71,2026-06-30
NWF26062501414,2026-06-25,2026-06-30,77002,85004,1618,841.81,796.75,2026-07-01
NWF26062501415,2026-06-25,2026-07-02,48226,84101,569,513.03,383.32,2026-07-03
NWF26062501416,2026-06-25,2026-06-30,64105,30303,1993,1018.34,960.72,2026-07-01
NWF26062501417,2026-06-25,2026-07-02,90021,48226,8104,10078.37,8861.65,2026-07-03
NWF26062501418,2026-06-25,2026-07-01,48226,80202,695,439.46,389.52,2026-07-03
NWF26062501419,2026-06-25,2026-06-26,60607,46204,1760,530.06,544.35,2026-06-28
NWF26062501420,2026-06-25,2026-06-30,80202,60607,2043,1084.83,1007.03,2026-07-01
NWF26062501421,2026-06-25,2026-07-06,19104,97209,1202,1479.42,1051.03,2026-07-08
NWF26062501422,2026-06-25,2026-07-01,80202,30303,870,567.76,449.73,2026-07-01
NWF26062501423,2026-06-25,2026-06-30,84101,55401,2661,1631.46,1299.19,2026-07-01
NWF26062501424,2026-06-25,2026-06-30,55401,75201,445,254.42,196.84,2026-07-02
NWF26062501425,2026-06-25,2026-06-30,90021,97209,1540,742.73,592.39,2026-06-30
NWF26062501426,2026-06-25,2026-07-03,98108,07105,2587,3506.71,2678.14,2026-07-05
NWF26062501427,2026-06-25,2026-07-01,80202,60607,995,532.04,485.13,2026-07-06
NWF26062501428,2026-06-25,2026-07-03,98108,07105,1224,1448.65,1517.38,2026-07-05
NWF26062501429,2026-06-25,2026-06-26,37203,46204,1969,493.64,400.55,2026-06-26
NWF26062501430,2026-06-25,2026-06-29,80202,60607,4174,2129.9,1648.0,2026-06-30
NWF26062501431,2026-06-25,2026-06-30,30303,48226,2972,1154.84,834.97,2026-06-30
NWF26062501432,2026-06-25,2026-07-01,30303,85004,1972,1538.45,1266.61,2026-07-01
NWF26062501433,2026-06-25,2026-06-26,46204,37203,1343,443.43,434.36,2026-06-28
NWF26062501434,2026-06-25,2026-06-26,60607,46204,6714,2063.01,1875.49,2026-06-27
NWF26062501435,2026-06-25,2026-06-26,46204,38103,115,125.0,106.41,2026-06-27
NWF26062501436,2026-06-25,2026-07-03,46204,97209,1487,1403.31,1290.46,2026-07-10
NWF26062501437,2026-06-25,2026-07-02,19104,90021,4061,4388.59,3953.76,2026-07-02
NWF26062501438,2026-06-25,2026-06-30,55401,75201,1559,830.9,697.29,2026-06-30
NWF26062501439,2026-06-25,2026-07-01,64105,98108,1525,1013.82,955.95,2026-07-01
NWF26062501440,2026-06-25,2026-06-30,37203,75201,928,396.43,280.56,2026-07-02
NWF26062501441,2026-06-25,2026-06-29,90021,97209,608,308.82,242.96,2026-06-30
NWF26062501442,2026-06-25,2026-06-29,97209,80202,3218,1641.97,1501.68,2026-06-30
NWF26062501443,2026-06-25,2026-07-03,46204,97209,3264,2964.31,2133.96,2026-07-05
NWF26062501444,2026-06-25,2026-07-02,30303,84101,1085,899.03,805.77,2026-07-03
NWF26062501445,2026-06-25,2026-06-26,37203,46204,657,150.25,120.12,2026-06-27
NWF26062501446,2026-06-25,2026-07-01,80202,60607,928,468.38,412.75,2026-07-01
NWF26062501447,2026-06-25,2026-06-29,55401,46204,1135,416.35,456.4,2026-07-01
NWF26062501448,2026-06-25,2026-06-26,60607,46204,453,125.0,95.14,2026-06-28
NWF26062501449,2026-06-25,2026-06-30,30303,48226,633,259.35,237.6,2026-06-30
NWF26062501450,2026-06-25,2026-06-26,60607,46204,2213,674.42,648.66,2026-06-28
NWF26062501451,2026-06-25,2026-06-30,55401,46204,4178,1431.59,1401.89,2026-07-02
NWF26062501452,2026-06-25,2026-07-01,64105,98108,1061,671.71,574.48,2026-07-01
NWF26062501453,2026-06-25,2026-07-01,97209,80202,2395,1221.32,977.46,2026-07-03
NWF26062601454,2026-06-26,2026-06-29,37203,46204,1518,364.12,308.65,2026-07-01
NWF26062601455,2026-06-26,2026-07-01,30303,48226,1516,560.05,462.28,2026-07-02
NWF26062601456,2026-06-26,2026-06-29,46204,38103,406,157.04,123.38,2026-07-01
NWF26062601457,2026-06-26,2026-06-29,37203,46204,1456,394.62,310.17,2026-07-01
NWF26062601458,2026-06-26,2026-07-01,75201,85004,1070,540.5,524.66,2026-07-03
NWF26062601459,2026-06-26,2026-06-30,30303,19104,2784,1087.01,873.77,2026-06-30
NWF26062601460,2026-06-26,2026-06-30,55401,75201,804,403.52,363.14,2026-07-02
NWF26062601461,2026-06-26,2026-06-29,60607,46204,510,154.45,113.15,2026-07-01
NWF26062601462,2026-06-26,2026-07-03,98108,46204,473,411.1,304.08,2026-07-04
NWF26062601463,2026-06-26,2026-07-02,84101,75201,12000,7659.54,5383.61,2026-07-03
NWF26062601464,2026-06-26,2026-06-30,75201,60607,203,125.0,87.87,2026-07-02
NWF26062601465,2026-06-26,2026-07-01,90021,97209,271,125.0,91.5,2026-07-01
NWF26062601466,2026-06-26,2026-06-30,46204,55401,491,207.66,168.52,2026-07-02
NWF26062601467,2026-06-26,2026-07-03,30303,85004,2530,1977.61,1496.25,2026-07-03
NWF26062601468,2026-06-26,2026-07-06,98108,19104,698,904.42,679.81,2026-07-06
NWF26062601469,2026-06-26,2026-06-29,46204,38103,711,265.99,243.48,2026-06-29
NWF26062601470,2026-06-26,2026-06-30,90021,97209,1933,858.64,637.76,2026-06-30
NWF26062601471,2026-06-26,2026-07-03,90021,46204,441,377.53,280.45,2026-07-03
NWF26062601472,2026-06-26,2026-06-30,46204,55401,410,157.7,148.87,2026-07-02
NWF26062601473,2026-06-26,2026-07-01,55401,46204,1533,562.4,402.61,2026-07-03
NWF26062601474,2026-06-26,2026-06-30,55401,46204,1703,621.18,499.25,2026-07-02
NWF26062601475,2026-06-26,2026-07-01,97209,80202,964,532.63,487.48,2026-07-03
NWF26062601476,2026-06-26,2026-07-01,30303,19104,1492,662.96,552.51,2026-07-02
NWF26062601477,2026-06-26,2026-07-02,84101,75201,247,152.15,127.4,2026-07-03
NWF26062601478,2026-06-26,2026-06-30,19104,37203,501,195.04,144.41,2026-07-01
NWF26062601479,2026-06-26,2026-07-01,75201,80202,3209,1473.4,1363.67,2026-07-02
NWF26062601480,2026-06-26,2026-07-01,75201,64105,1507,598.25,559.51,2026-07-02
NWF26062601481,2026-06-26,2026-07-07,90021,19104,1268,1525.56,1265.88,2026-07-07
NWF26062601482,2026-06-26,2026-06-30,84101,55401,836,452.09,341.09,2026-07-01
NWF26062601483,2026-06-26,2026-07-06,90021,19104,1852,2005.8,1765.75,2026-07-07
NWF26062601484,2026-06-26,2026-07-01,84101,64105,1887,1029.46,943.89,2026-07-01
NWF26062601485,2026-06-26,2026-07-01,64105,30303,1522,781.15,660.0,2026-07-01
NWF26062601486,2026-06-26,2026-07-02,80202,19104,875,633.18,575.48,2026-07-04
NWF26062601487,2026-06-26,2026-06-30,30303,48226,2267,853.3,709.27,2026-07-01
NWF26062601488,2026-06-26,2026-07-06,19104,90021,6484,7027.46,6642.75,2026-07-06
NWF26062601489,2026-06-26,2026-06-30,80202,64105,1085,442.23,353.73,2026-07-01
NWF26062601490,2026-06-26,2026-06-30,75201,60607,176,125.0,116.49,2026-07-01
NWF26062601491,2026-06-26,2026-07-03,19104,90021,2294,2555.25,1905.48,2026-07-04
NWF26062601492,2026-06-26,2026-07-06,30303,98108,1602,1781.62,1591.33,2026-07-08
NWF26062601493,2026-06-26,2026-07-02,48226,84101,1303,1256.22,1085.53,2026-07-03
NWF26062601494,2026-06-26,2026-06-29,60607,46204,3119,959.89,910.19,2026-07-01
NWF26062601495,2026-06-26,2026-07-06,19104,90021,1179,1340.69,1235.4,2026-07-07
NWF26062601496,2026-06-26,2026-06-30,75201,64105,2828,1034.21,981.97,2026-07-01
NWF26062601497,2026-06-26,2026-06-30,60607,64105,778,272.48,260.61,2026-06-30
NWF26062601498,2026-06-26,2026-07-07,19104,97209,2033,2564.14,2037.22,2026-07-09
NWF26062601499,2026-06-26,2026-07-01,48226,80202,1518,1032.84,903.5,2026-07-02
NWF26062601500,2026-06-26,2026-06-30,30303,48226,3427,1191.35,1058.08,2026-07-01
NWF26062601501,2026-06-26,2026-07-06,98108,46204,1153,1200.16,1081.77,2026-07-07
NWF26062601502,2026-06-26,2026-06-30,84101,97209,843,380.29,352.53,2026-06-30
NWF26062601503,2026-06-26,2026-06-30,46204,19104,1140,570.76,524.01,2026-07-02
NWF26062601504,2026-06-26,2026-06-30,80202,64105,1694,651.62,615.12,2026-07-02
NWF26062601505,2026-06-26,2026-07-01,84101,64105,242,125.0,113.61,2026-07-03
NWF26062601506,2026-06-26,2026-07-01,37203,75201,598,238.08,198.39,2026-07-03
NWF26062601507,2026-06-26,2026-06-29,37203,46204,1196,303.03,285.17,2026-06-29
NWF26062601508,2026-06-26,2026-07-01,48226,80202,3386,2261.74,1947.64,2026-07-03
NWF26062601509,2026-06-26,2026-07-01,90021,97209,2207,1062.97,992.91,2026-07-03
NWF26062601510,2026-06-26,2026-06-29,60607,46204,835,226.86,277.37,2026-06-30
NWF26062601511,2026-06-26,2026-07-02,84101,55401,628,370.66,344.32,2026-07-02
NWF26062601512,2026-06-26,2026-06-30,55401,07105,1989,1169.05,1117.68,2026-07-02
NWF26062601513,2026-06-26,2026-06-30,37203,75201,1982,756.09,605.08,2026-07-01
NWF26062601514,2026-06-26,2026-07-06,19104,90021,1354,1470.19,1123.04,2026-07-07
NWF26062601515,2026-06-26,2026-07-02,55401,75201,703,391.34,380.48,2026-07-03
NWF26062601516,2026-06-26,2026-07-07,30303,98108,2381,2631.71,2485.76,2026-07-09
NWF26062601517,2026-06-26,2026-06-29,07105,19104,1010,255.85,243.96,2026-06-29
NWF26062601518,2026-06-26,2026-07-01,80202,60607,1174,590.84,417.18,2026-07-08
NWF26062601519,2026-06-26,2026-07-06,77002,98108,474,398.47,327.47,2026-07-08
NWF26062601520,2026-06-26,2026-07-03,90021,48226,880,969.78,742.7,2026-07-04
NWF26062601521,2026-06-26,2026-06-30,75201,84101,1015,658.45,573.68,2026-07-01
NWF26062601522,2026-06-26,2026-07-06,98108,07105,801,941.69,808.24,2026-07-14
NWF26062601523,2026-06-26,2026-07-03,90021,46204,6330,5984.57,4987.14,2026-07-05
NWF26062601524,2026-06-26,2026-07-01,55401,84101,4287,2644.87,2302.7,2026-07-02
NWF26062601525,2026-06-26,2026-06-29,60607,46204,3056,922.15,744.69,2026-06-29
NWF26062601526,2026-06-26,2026-07-01,55401,46204,837,306.11,276.66,2026-07-01
NWF26062601527,2026-06-26,2026-07-01,55401,84101,978,619.56,443.93,2026-07-02
NWF26062601528,2026-06-26,2026-07-03,90021,46204,2042,1888.34,1827.66,2026-07-05
NWF26062601529,2026-06-26,2026-07-03,90021,19104,1718,1728.88,1638.52,2026-07-04
NWF26062601530,2026-06-26,2026-07-02,30303,85004,792,615.3,482.08,2026-07-02
NWF26062401366,2026-06-24,2026-07-02,98108,07105,1535,1865.47,1552.29,2026-07-03
NWF26062601531,2026-06-26,2026-07-01,80202,64105,1969,719.36,659.81,2026-07-03
NWF26062601532,2026-06-26,2026-06-30,30303,48226,600,221.37,213.03,2026-07-02
NWF26062601533,2026-06-26,2026-06-29,60607,46204,685,185.27,130.57,2026-07-01
NWF26062601534,2026-06-26,2026-06-29,37203,64105,1174,455.78,360.38,2026-06-29
NWF26062601535,2026-06-26,2026-07-06,19104,97209,519,540.64,455.91,2026-07-07
NWF26062601536,2026-06-26,2026-06-30,64105,46204,2359,844.89,769.95,2026-06-30
NWF26062601537,2026-06-26,2026-07-01,55401,48226,2758,1289.03,1091.69,2026-07-03
NWF26062701538,2026-06-27,2026-07-02,98108,46204,1292,1337.07,1033.57,2026-07-02
NWF26062701539,2026-06-27,2026-06-30,30303,19104,2570,974.31,741.76,2026-06-30
NWF26062701540,2026-06-27,2026-07-01,55401,46204,517,179.47,126.59,2026-07-01
NWF26062701541,2026-06-27,2026-06-30,84101,75201,2554,1507.65,1304.28,2026-07-01
NWF26062701542,2026-06-27,2026-06-30,80202,64105,2714,991.43,943.45,2026-06-30
NWF26062701543,2026-06-27,2026-06-29,55401,46204,712,239.54,178.4,2026-06-30
NWF26062701544,2026-06-27,2026-07-03,98108,07105,1015,1190.96,1370.61,2026-07-04
NWF26062701545,2026-06-27,2026-06-29,64105,30303,587,284.15,273.15,2026-07-01
NWF26062801546,2026-06-28,2026-07-01,84101,55401,5691,3533.96,3283.05,2026-07-03
NWF26062801547,2026-06-28,2026-06-29,60607,46204,3095,824.85,695.44,2026-06-29
NWF26062801548,2026-06-28,2026-07-06,46204,97209,1115,1052.87,914.42,2026-07-07
NWF26062801549,2026-06-28,2026-07-01,64105,98108,2688,1886.06,1787.3,2026-07-01
NWF26062801550,2026-06-28,2026-07-03,46204,97209,905,789.73,588.08,2026-07-05
NWF26062801551,2026-06-28,2026-06-30,46204,55401,596,212.41,253.32,2026-07-01
NWF26062801552,2026-06-28,2026-06-29,07105,19104,585,152.82,146.1,2026-06-30
NWF26062801553,2026-06-28,2026-06-30,46204,55401,815,329.73,376.16,2026-07-02
NWF26062801554,2026-06-28,2026-07-03,80202,19104,732,541.25,384.51,2026-07-04
NWF26062901555,2026-06-29,2026-07-07,90021,19104,2040,2145.98,1905.51,2026-07-07
NWF26062901556,2026-06-29,2026-07-03,80202,19104,334,271.25,232.33,2026-07-05
NWF26062901557,2026-06-29,2026-07-01,60607,64105,527,187.42,155.14,2026-07-02
NWF26062901558,2026-06-29,2026-07-07,19104,97209,944,1006.39,911.65,2026-07-09
NWF26062901559,2026-06-29,2026-07-02,30303,48226,1307,480.05,445.48,2026-07-04
NWF26062901560,2026-06-29,2026-07-03,64105,98108,999,699.01,662.48,2026-07-05
NWF26062901561,2026-06-29,2026-07-02,55401,75201,1489,794.56,689.41,2026-07-04
NWF26062901562,2026-06-29,2026-06-30,07105,19104,2418,598.22,432.45,2026-07-02
NWF26062901563,2026-06-29,2026-07-03,64105,98108,1491,972.22,830.4,2026-07-05
NWF26062901564,2026-06-29,2026-07-01,37203,46204,1083,281.95,260.27,2026-07-03
NWF26062901565,2026-06-29,2026-07-07,19104,97209,988,1190.27,1062.42,2026-07-09
NWF26062901566,2026-06-29,2026-07-06,19104,97209,298,359.25,323.52,2026-07-06
NWF26062901567,2026-06-29,2026-07-03,55401,85004,472,353.05,267.82,2026-07-03
NWF26062901568,2026-06-29,2026-07-02,80202,64105,983,392.99,349.97,2026-07-02
NWF26062901569,2026-06-29,2026-07-01,48226,07105,1008,392.96,308.1,2026-07-11
NWF26062901570,2026-06-29,2026-06-30,46204,38103,1772,686.1,488.32,2026-07-01
NWF26062901571,2026-06-29,2026-07-06,19104,90021,3129,3264.1,2374.44,2026-07-07
NWF26062901572,2026-06-29,2026-07-03,48226,84101,2066,1797.08,1304.27,2026-07-04
NWF26062901573,2026-06-29,2026-07-02,30303,48226,797,303.53,239.91,2026-07-02
NWF26062901574,2026-06-29,2026-06-30,60607,46204,2077,527.44,443.98,2026-07-01
NWF26062901575,2026-06-29,2026-07-01,84101,97209,2194,1080.3,975.31,2026-07-03
NWF26062901576,2026-06-29,2026-07-02,55401,46204,618,222.13,157.97,2026-07-02
NWF26062901577,2026-06-29,2026-07-02,84101,75201,1355,861.03,782.22,2026-07-10
NWF26062901578,2026-06-29,2026-07-02,30303,19104,723,312.75,292.97,2026-07-04
NWF26062901579,2026-06-29,2026-07-03,48226,84101,745,631.64,615.26,2026-07-04
NWF26062901580,2026-06-29,2026-07-02,55401,85004,2843,2306.12,2193.94,2026-07-02
NWF26062901581,2026-06-29,2026-07-01,48226,07105,449,175.18,125.91,2026-07-02
NWF26062901582,2026-06-29,2026-07-01,30303,48226,475,188.01,155.09,2026-07-10
NWF26062901583,2026-06-29,2026-07-03,30303,85004,670,492.02,376.41,2026-07-05
NWF26062901584,2026-06-29,2026-06-30,37203,46204,2186,561.92,685.6,2026-07-01
NWF26062901585,2026-06-29,2026-06-30,19104,37203,620,247.25,179.93,2026-06-30
NWF26062901586,2026-06-29,2026-06-30,07105,19104,492,125.66,90.35,2026-07-09
NWF26062901587,2026-06-29,2026-07-06,30303,84101,1884,1631.78,1570.64,2026-07-06
NWF26062901588,2026-06-29,2026-07-02,84101,55401,556,313.72,236.53,2026-07-03
NWF26062901589,2026-06-29,2026-07-01,55401,75201,2539,1429.53,1192.55,2026-07-02
NWF26062901590,2026-06-29,2026-07-08,19104,97209,2122,2482.98,1938.06,2026-07-10
NWF26062901591,2026-06-29,2026-07-02,80202,64105,2626,1013.14,814.02,2026-07-04
NWF26062901592,2026-06-29,2026-07-07,98108,46204,3184,3066.03,2427.02,2026-07-09
NWF26062901593,2026-06-29,2026-07-02,75201,84101,1851,1215.72,1055.02,2026-07-03
NWF26062901594,2026-06-29,2026-07-07,98108,07105,1573,1823.23,1597.43,2026-07-09
NWF26062901595,2026-06-29,2026-06-30,55401,46204,5074,1651.74,1297.9,2026-07-02
NWF26062901596,2026-06-29,2026-07-01,55401,48226,797,380.92,348.59,2026-07-03
NWF26062901597,2026-06-29,2026-06-30,46204,37203,2093,689.21,544.42,2026-07-02
NWF26062901598,2026-06-29,2026-07-03,75201,85004,1778,1049.28,978.46,2026-07-04
NWF26062901599,2026-06-29,2026-07-02,30303,85004,1359,999.68,850.2,2026-07-02
NWF26062901600,2026-06-29,2026-07-02,30303,85004,4109,3274.64,2827.33,2026-07-03
NWF26062901601,2026-06-29,2026-07-02,46204,55401,476,203.21,176.12,2026-07-03
NWF26062901602,2026-06-29,2026-07-01,75201,37203,705,373.07,266.84,2026-07-01
NWF26062901603,2026-06-29,2026-07-02,64105,98108,321,238.85,213.12,2026-07-02
NWF26062901604,2026-06-29,2026-06-30,80202,64105,773,277.1,227.32,2026-07-02
NWF26062901605,2026-06-29,2026-06-30,60607,46204,684,204.87,152.11,2026-06-30
NWF26062901606,2026-06-29,2026-07-01,75201,85004,3952,2222.82,1566.83,2026-07-03
NWF26062901607,2026-06-29,2026-06-30,60607,46204,706,194.26,149.14,2026-06-30
NWF26062901608,2026-06-29,2026-07-06,77002,98108,738,663.9,547.66,2026-07-07
NWF26062901609,2026-06-29,2026-06-30,75201,64105,1034,408.99,356.73,2026-07-01
NWF26062901610,2026-06-29,2026-07-02,64105,30303,2135,1205.89,1358.91,2026-07-03
NWF26062901611,2026-06-29,2026-07-01,60607,46204,777,222.27,199.09,2026-07-01
NWF26062901612,2026-06-29,2026-07-02,64105,30303,1060,580.86,552.73,2026-07-02
NWF26062901613,2026-06-29,2026-07-02,84101,75201,1788,1061.18,1212.84,2026-07-03
NWF26062901614,2026-06-29,2026-07-01,80202,64105,1195,441.56,363.17,2026-07-02
NWF26062901615,2026-06-29,2026-07-01,80202,30303,946,567.86,490.6,2026-07-01
NWF26062901616,2026-06-29,2026-07-01,75201,60607,3940,2440.01,1769.47,2026-07-03
NWF26062901617,2026-06-29,2026-06-30,37203,46204,4139,987.18,928.33,2026-06-30
NWF26062901618,2026-06-29,2026-07-06,48226,85004,5379,4760.24,4375.94,2026-07-07
NWF26062901619,2026-06-29,2026-07-03,64105,98108,213,137.16,123.37,2026-07-04
NWF26062901620,2026-06-29,2026-07-06,98108,46204,846,802.88,733.07,2026-07-08
NWF26062901621,2026-06-29,2026-07-01,19104,37203,1426,571.63,409.24,2026-07-02
NWF26062901622,2026-06-29,2026-07-07,30303,98108,4108,3982.02,3061.46,2026-07-09
NWF26062901623,2026-06-29,2026-07-06,30303,85004,3064,2031.02,2264.98,2026-07-08
NWF26062901624,2026-06-29,2026-07-01,84101,55401,1801,1118.82,929.35,2026-07-02
NWF26062901625,2026-06-29,2026-07-02,55401,84101,2694,1565.4,1205.99,2026-07-04
NWF26062901626,2026-06-29,2026-07-06,46204,97209,2379,2213.63,1786.67,2026-07-07
NWF26062901627,2026-06-29,2026-07-01,75201,84101,2169,1450.11,1319.74,2026-07-03
NWF26062901628,2026-06-29,2026-06-30,07105,19104,2730,603.77,574.87,2026-07-01
NWF26062901629,2026-06-29,2026-07-01,30303,48226,2228,803.34,591.68,2026-07-01
NWF26063001630,2026-06-30,2026-07-09,90021,19104,3189,3203.96,2660.01,2026-07-09
NWF26063001631,2026-06-30,2026-07-02,60607,46204,930,259.58,249.59,2026-07-02
NWF26063001632,2026-06-30,2026-07-06,90021,46204,260,217.04,153.43,2026-07-07
NWF26063001633,2026-06-30,2026-07-02,80202,64105,725,269.86,235.88,2026-07-04
NWF26063001634,2026-06-30,2026-07-01,60607,46204,1160,336.08,286.83,2026-07-01
NWF26063001635,2026-06-30,2026-07-02,75201,80202,619,328.88,288.71,2026-07-02
NWF26063001636,2026-06-30,2026-07-02,60607,46204,943,240.3,169.03,2026-07-04
NWF26063001637,2026-06-30,2026-07-02,46204,55401,1109,474.2,359.91,2026-07-02
NWF26063001638,2026-06-30,2026-07-03,84101,97209,1364,662.63,645.89,2026-07-03
NWF26063001639,2026-06-30,2026-07-03,48226,80202,806,512.22,499.03,2026-07-10
NWF26063001640,2026-06-30,2026-07-03,64105,98108,699,481.86,427.4,2026-07-05
NWF26063001641,2026-06-30,2026-07-03,84101,75201,9317,5748.43,5335.59,2026-07-04
NWF26063001642,2026-06-30,2026-07-06,55401,98108,2640,1778.02,1654.87,2026-07-06
NWF26063001643,2026-06-30,2026-07-03,55401,75201,1533,836.79,683.99,2026-07-03
NWF26063001644,2026-06-30,2026-07-07,30303,84101,975,752.33,592.76,2026-07-08
NWF26063001645,2026-06-30,2026-07-07,98108,46204,568,492.13,473.69,2026-07-08
NWF26063001646,2026-06-30,2026-07-07,46204,97209,1071,938.33,763.32,2026-07-07
NWF26063001647,2026-06-30,2026-07-01,60607,46204,810,219.27,176.63,2026-07-06
NWF26063001648,2026-06-30,2026-07-03,55401,84101,1384,896.81,830.69,2026-07-03
NWF26063001649,2026-06-30,2026-07-02,37203,64105,566,237.96,211.8,2026-07-04
NWF26063001650,2026-06-30,2026-07-01,60607,46204,1098,312.98,305.69,2026-07-01
NWF26063001651,2026-06-30,2026-07-08,90021,19104,3351,3525.11,2755.23,2026-07-10
NWF26063001652,2026-06-30,2026-07-03,07105,55401,307,201.34,177.21,2026-07-04
NWF26063001653,2026-06-30,2026-07-02,60607,46204,1830,549.27,486.77,2026-07-03
NWF26063001654,2026-06-30,2026-07-02,37203,75201,650,273.46,223.42,2026-07-04
NWF26063001655,2026-06-30,2026-07-08,19104,90021,921,887.59,641.06,2026-07-13
NWF26063001656,2026-06-30,2026-07-02,84101,64105,1289,603.08,552.24,2026-07-02
NWF26063001657,2026-06-30,2026-07-01,75201,64105,1265,526.98,507.97,2026-07-02
NWF26063001658,2026-06-30,2026-07-06,55401,98108,657,421.67,313.65,2026-07-16
NWF26063001659,2026-06-30,2026-07-03,80202,64105,2676,941.09,789.89,2026-07-05
NWF26062301268,2026-06-23,2026-06-25,48226,07105,5125,2083.55,1569.9,2026-06-25
NWF26063001660,2026-06-30,2026-07-06,46204,97209,961,867.91,779.44,2026-07-08
NWF26063001661,2026-06-30,2026-07-02,46204,55401,2566,949.36,689.33,2026-07-02
NWF26063001662,2026-06-30,2026-07-02,30303,19104,508,211.79,164.73,2026-07-03
NWF26063001663,2026-06-30,2026-07-02,30303,19104,488,197.25,172.03,2026-07-03
NWF26063001664,2026-06-30,2026-07-03,90021,97209,308,162.38,147.49,2026-07-05
NWF26063001665,2026-06-30,2026-07-03,75201,80202,2084,1044.48,1008.92,2026-07-05
NWF26063001666,2026-06-30,2026-07-01,60607,46204,1287,326.08,282.06,2026-07-02
NWF26063001667,2026-06-30,2026-07-02,77002,85004,1132,681.43,586.12,2026-07-02
NWF26063001668,2026-06-30,2026-07-03,55401,75201,636,300.55,229.7,2026-07-04
NWF26063001669,2026-06-30,2026-07-03,84101,97209,1462,779.39,643.61,2026-07-03
NWF26063001670,2026-06-30,2026-07-01,37203,75201,2478,1042.47,889.26,2026-07-03
NWF26063001671,2026-06-30,2026-07-03,55401,84101,1846,1115.31,796.7,2026-07-05
NWF26063001672,2026-06-30,2026-07-03,84101,75201,1006,619.32,605.07,2026-07-03
NWF26063001673,2026-06-30,2026-07-06,64105,98108,379,238.03,209.74,2026-07-06
NWF26063001674,2026-06-30,2026-07-09,98108,19104,2220,2781.78,2470.52,2026-07-09
NWF26063001675,2026-06-30,2026-07-03,84101,55401,623,343.93,336.85,2026-07-03
NWF26063001676,2026-06-30,2026-07-06,46204,77002,8996,5896.89,5721.4,2026-07-07
NWF26063001677,2026-06-30,2026-07-02,75201,37203,7332,3634.0,2668.04,2026-07-02
NWF26063001678,2026-06-30,2026-07-07,90021,46204,709,658.49,561.49,2026-07-16
NWF26063001679,2026-06-30,2026-07-06,98108,46204,2175,1898.15,1406.2,2026-07-06
NWF26063001680,2026-06-30,2026-07-03,37203,64105,6811,2427.47,2279.35,2026-07-03
NWF26063001681,2026-06-30,2026-07-06,98108,46204,2638,2354.72,2057.8,2026-07-08
NWF26063001682,2026-06-30,2026-07-01,37203,46204,3344,824.97,651.91,2026-07-01
NWF26063001683,2026-06-30,2026-07-06,55401,75201,486,277.69,267.0,2026-07-08
NWF26063001684,2026-06-30,2026-07-01,75201,60607,1882,1022.78,754.83,2026-07-03
NWF26063001685,2026-06-30,2026-07-02,90021,97209,4143,1934.82,1645.34,2026-07-02
NWF26063001686,2026-06-30,2026-07-08,90021,48226,715,802.8,596.36,2026-07-08
NWF26063001687,2026-06-30,2026-07-03,55401,07105,964,563.08,603.22,2026-07-05
NWF26063001688,2026-06-30,2026-07-03,80202,60607,491,260.5,189.66,2026-07-04
NWF26063001689,2026-06-30,2026-07-07,19104,90021,413,434.53,468.36,2026-07-09
NWF26063001690,2026-06-30,2026-07-02,19104,37203,2749,1135.74,826.96,2026-07-03
NWF26063001691,2026-06-30,2026-07-01,19104,37203,1016,388.11,277.34,2026-07-01
NWF26063001692,2026-06-30,2026-07-02,84101,64105,1319,655.93,558.69,2026-07-04
NWF26063001693,2026-06-30,2026-07-08,90021,19104,832,860.14,823.23,2026-07-10
NWF26063001694,2026-06-30,2026-07-06,98108,46204,1204,1065.3,965.8,2026-07-06
NWF26063001695,2026-06-30,2026-07-07,90021,30303,307,320.2,240.96,2026-07-08
NWF26063001696,2026-06-30,2026-07-01,64105,30303,1859,982.15,782.18,2026-07-02
NWF26063001697,2026-06-30,2026-07-02,80202,30303,949,646.55,475.15,2026-07-03
NWF26063001698,2026-06-30,2026-07-01,80202,64105,384,151.19,135.1,2026-07-01
NWF26063001699,2026-06-30,2026-07-03,37203,75201,424,158.79,161.65,2026-07-03
NWF26063001700,2026-06-30,2026-07-02,37203,75201,990,352.88,267.78,2026-07-03
NWF26063001701,2026-06-30,2026-07-03,84101,64105,874,467.11,429.72,2026-07-04
NWF26063001702,2026-06-30,2026-07-03,30303,48226,1450,573.77,539.44,2026-07-04
NWF26063001703,2026-06-30,2026-07-02,46204,55401,701,260.63,290.83,2026-07-02
NWF26063001704,2026-06-30,2026-07-03,84101,55401,1459,775.44,605.17,2026-07-04
NWF26063001705,2026-06-30,2026-07-02,90021,97209,1199,538.62,445.57,2026-07-03
NWF26070101706,2026-07-01,2026-07-03,75201,60607,3344,1960.54,1612.89,2026-07-05
NWF26070101707,2026-07-01,2026-07-06,75201,84101,1712,1000.23,902.16,2026-07-07
NWF26070101708,2026-07-01,2026-07-08,46204,97209,1446,1220.89,876.15,2026-07-08
NWF26070101709,2026-07-01,2026-07-08,90021,19104,892,1074.23,1032.1,2026-07-10
NWF26070101710,2026-07-01,2026-07-03,19104,37203,652,263.94,276.7,2026-07-05
